Designation (and name),Prov.Des.,q,Q,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,Discovery date,site,discoverer(s)
,2015 SW20,41.268,45.412,6.4,20150915,273.4,336.4,108.4,1.1,0.048,43.34,( 25d),MPO 357236,9/17/2015,Z79,Calar Alto TNO Survey
,2015 SP20,31.752,50.508,6,20150915,238.8,14,99,3.1,0.228,41.13,( 27d),MPO 353759,9/17/2015,Z79,Calar Alto TNO Survey
,2015 PF312,40.956,49.826,6.3,20150826,24.1,208.3,160.9,18,0.098,45.391,( 40d),MPO 357224,8/14/2015,W84,Dark Energy Survey
,2015 FG345,37.998,46.456,4.9,20150408,296.7,216.2,58.8,35.9,0.1,42.227,( 66d),MPO 339537,3/18/2015,F51,Pan-STARRS 1
,2015 FP36,28.104,52.595,6.8,20150319,0.1,55.7,151,23.7,0.303,40.349,( 37d),MPO 339523,3/18/2015,F51,Pan-STARRS 1
,2014 VT37,29.444,50.466,9,20141209,18.6,175.6,197.7,33.5,0.263,39.955,( 60d),MPO 346322,11/12/2014,W84,Dark Energy Survey
,2014 UF224,39.354,51.313,7.4,20160113,264.8,331.1,174.4,27.2,0.132,45.334,2,MPO 336649,10/26/2014,W84,Dark Energy Survey
,2014 UM33,36.19,49.686,4.9,20160113,268.9,268.9,236.6,17.4,0.157,42.938,4,MPO 343642,10/22/2014,G96,Mt. Lemmon Survey
,2014 TU85,33.641,63.653,8.4,20141010,340.9,306.1,120.8,16.4,0.308,48.647,( 17d),MPO 331358,10/13/2014,W84,Dark Energy Survey
,2014 TT85,37.445,43.427,8.1,20160113,29.7,267.1,98.3,17.8,0.074,40.436,3,MPEC 2016-A102,10/2/2014,W84,Dark Energy Survey
,2014 SZ348,36.877,59.091,8,20160113,7.6,239.5,158.6,47.7,0.231,47.984,( 67d),MPO 324043,9/20/2014,W84,Dark Energy Survey
,2014 QU441,36.789,45.507,8,20160113,341,301.2,113.2,19.3,0.106,41.148,2,MPO 354520,8/18/2014,W84,Dark Energy Survey
,2014 QS441,43.876,49.639,5.6,20160113,316.6,257.2,186,38,0.062,46.757,2,MPO 350506,8/19/2014,W84,Dark Energy Survey
,2014 QN441,33.13,58.868,6.7,20160113,3.8,242.7,144.7,20.7,0.28,45.999,2,MPO 328239,8/18/2014,W84,Dark Energy Survey
,2014 QM441,28.517,50.491,8.5,20160113,354.9,313,96.1,18.3,0.278,39.504,2,MPO 354520,8/21/2014,W84,Dark Energy Survey
,2014 QL441,36.173,60.544,6.5,20160113,11.6,293.5,75.8,26.3,0.252,48.359,2,MPO 354520,8/18/2014,W84,Dark Energy Survey
,2014 QF433,39.895,52.37,6,20160113,61.9,166.5,83.8,4.7,0.135,46.132,2,MPO 343637,8/25/2014,F51,Pan-STARRS 1
,2014 PN70,40.11,48.706,8.5,20140831,279.2,236.1,136.3,4.1,0.097,44.408,( 78d),MPO 335305,8/6/2014,250,
,2014 OS393,42.86,45.022,8.3,20140831,51.3,88.9,138.3,3.8,0.025,43.941,( 85d),MPO 335305,7/30/2014,250,
,2014 MU69,42.196,46.335,9.1,20160113,298.8,189.3,159,2.5,0.047,44.265,(118d),MPO 347317,6/26/2014,250,
,2014 MT69,38.741,47.72,9.9,20140702,275.3,236,140.9,3.2,0.104,43.231,( 40d),MPO 335305,6/24/2014,250,
,2014 FY71,33.704,55.149,5.2,20160113,45.7,240.6,241.9,18.5,0.241,44.427,2,MPO 336643,3/28/2014,807,
,2014 FW71,40.15,46.585,6,20160113,283.5,31,247.5,13.9,0.074,43.367,2,MPO 342298,3/27/2014,807,
,2014 FU71,39.933,47.716,5.6,20160113,345.9,336.2,253,2.9,0.089,43.825,2,MPO 336643,3/28/2014,807,
,2014 FT71,37.927,49.377,4.8,20160113,227.8,354.2,346.3,27.8,0.131,43.652,2,MPO 342298,3/24/2014,807,
,2014 FB62,32.116,49.887,7.6,20140413,352.6,14.7,187.7,5.9,0.217,41.002,( 52d),MPO 297953,3/30/2014,W84,DECam
,2014 FX61,31.89,55.639,7.6,20140503,49,282.7,189.4,22.3,0.271,43.765,( 78d),MPO 307079,3/30/2014,W84,DECam
,2014 FP43,32.596,62.663,6.2,20140324,42.2,97.7,5.3,28.8,0.316,47.629,( 59d),MPO 294927,3/24/2014,F51,Pan-STARRS 1
,2013 TH159,37.008,44.642,8.6,20160113,85.5,232.5,62.4,33.6,0.093,40.825,2,MPO 343609,10/3/2013,W84,Dark Energy Survey
,2013 SA87,38.739,44.371,7.1,20160113,14.4,142.6,207.5,40.9,0.068,41.555,3,MPO 357201,9/23/2013,G36,
,2013 RM98,37.461,48.905,5.6,20160113,98.8,251.3,352.4,28.2,0.133,43.183,4,MPO 358202,9/8/2013,W84,DECam
,2013 RD98,30.143,48.522,7.3,20160113,127.1,103.9,145,19.6,0.234,39.332,2,MPO 324001,9/12/2013,W84,Dark Energy Survey
,2013 RB98,31.245,52.993,6.6,20160113,286.9,350.9,147.2,22,0.258,42.119,2,MPO 328223,9/1/2013,W84,Dark Energy Survey
,2013 QP95,33.687,47.365,7.2,20160113,315,19.8,71.4,25.5,0.169,40.526,2,MPO 327138,8/30/2013,W84,Dark Energy Survey
,2013 QO95,38.628,41.068,6.6,20160113,346.3,323.1,83.1,20.6,0.031,39.848,2,MPO 322293,8/30/2013,W84,Dark Energy Survey
,2013 JT65,37.396,56.27,8,20160113,54.9,359.4,170.2,8.6,0.201,46.833,3,MPO 347306,5/8/2013,568,Outer Solar System Origins
,2013 JS65,39.662,41.751,8.4,20160113,17.6,26,201.5,13.7,0.026,40.707,2,MPO 347306,5/8/2013,568,Outer Solar System Origins
,2013 JR65,37.528,55.211,7.9,20160113,333.8,183.1,98.2,11.7,0.191,46.369,3,MPO 347306,5/8/2013,568,Outer Solar System Origins
,2013 JQ65,38.845,50.058,8.2,20160113,46.1,53.4,131.4,8.4,0.126,44.451,3,MPO 347306,5/7/2013,568,Outer Solar System Origins
,2013 JP65,38.653,44.225,8,20160113,64.7,336.9,192,12.4,0.067,41.439,3,MPO 347306,5/7/2013,568,Outer Solar System Origins
,2013 JO65,39.087,46.061,8.3,20160113,318,114.1,175,9.9,0.082,42.574,3,MPO 347306,5/7/2013,568,Outer Solar System Origins
,2013 JN65,40.471,41.175,7.4,20160113,168.2,350.1,79.9,19.6,0.009,40.823,2,MPO 347306,5/7/2013,568,Outer Solar System Origins
,2013 JM65,41.289,52.577,7.1,20160113,203.3,307.8,92.1,11.2,0.12,46.933,2,MPO 347305,5/7/2013,568,Outer Solar System Origins
,2013 JL65,30.231,48.69,9.1,20160113,51.4,26.1,145.6,7.3,0.234,39.46,3,MPO 347305,5/8/2013,568,Outer Solar System Origins
,2013 JK65,29.329,49.811,9.6,20160113,347.3,185.7,83.1,20,0.259,39.57,3,MPO 347305,5/8/2013,568,Outer Solar System Origins
,2013 JJ65,29.367,49.678,7.5,20160113,87.5,274.8,214.8,19.8,0.257,39.522,3,MPO 347305,5/8/2013,568,Outer Solar System Origins
,2013 JH65,28.062,50.713,9.4,20160113,343.1,116.9,160.5,7.6,0.288,39.388,2,MPO 347305,5/8/2013,568,Outer Solar System Origins
,2013 JG65,29.571,49.502,9,20160113,351.1,173.9,85.2,15.9,0.252,39.536,3,MPO 347305,5/7/2013,568,Outer Solar System Origins
,2013 JF65,32.44,46.682,9.2,20160113,8.8,118.8,112.6,8.3,0.18,39.561,3,MPO 347305,5/7/2013,568,Outer Solar System Origins
,2013 JE65,28.398,50.746,9.3,20160113,37.5,66.6,113.8,8.1,0.282,39.572,3,MPO 347304,5/7/2013,568,Outer Solar System Origins
,2013 JD65,35.689,43.345,8.2,20160113,358.1,47.2,198,13,0.097,39.517,3,MPO 347304,5/7/2013,568,Outer Solar System Origins
,2013 JC65,27.773,51.426,9.4,20160113,15.1,127.3,87.2,16.4,0.299,39.6,3,MPO 347304,5/7/2013,568,Outer Solar System Origins
,2013 JB65,31.96,47.193,8.4,20160113,2.7,165.8,72.5,24.9,0.192,39.577,2,MPO 347304,5/7/2013,568,Outer Solar System Origins
,2013 JA65,33.625,45.759,9,20160113,14.5,45.6,177,10.2,0.153,39.692,3,MPO 347304,5/7/2013,568,Outer Solar System Origins
,2013 JZ64,30.258,48.959,9.1,20160113,357,129.9,117.1,10.1,0.236,39.608,3,MPO 347304,5/7/2013,568,Outer Solar System Origins
,2013 JY64,40.671,45.554,8.5,20130508,0,157.3,168.2,7.8,0.057,43.112,( 2d),MPO 349318,5/8/2013,568,Outer Solar System Origins
,2013 JU64,37.364,43.3,8.7,20160113,0.7,164.5,74.8,26.6,0.074,40.332,2,MPO 347303,5/7/2013,568,Outer Solar System Origins
,2013 JT64,34.511,50.31,8.8,20130508,320.3,179.5,114.3,9.5,0.186,42.411,( 3d),MPO 349318,5/7/2013,568,Outer Solar System Origins
,2013 JS64,40.472,44.894,8.5,20160113,342,69.3,192,9.6,0.052,42.683,2,MPO 347303,5/7/2013,568,Outer Solar System Origins
,2013 JM64,40.294,44.711,8.2,20160113,31,46.7,165.2,7.3,0.052,42.503,3,MPO 347302,5/8/2013,568,Outer Solar System Origins
,2013 JJ64,44.034,51.835,7.4,20160113,299.4,181.8,128,7.7,0.081,47.934,3,MPO 347302,5/7/2013,568,Outer Solar System Origins
,2013 JG64,37.448,46.23,7.7,20160113,214.5,184.6,207.9,18.2,0.105,41.839,3,MPO 347301,5/7/2013,568,Outer Solar System Origins
,2013 JE64,34.17,61.941,8.2,20160113,24.9,89.5,107.1,8.3,0.289,48.056,2,MPO 347301,5/7/2013,568,Outer Solar System Origins
,2013 JW63,36.088,60.187,5.2,20160113,302.9,18.9,309.1,7.8,0.25,48.137,2,MPO 293262,5/8/2013,807,
,2013 JV63,36.263,57.574,6,20160113,65.8,160.1,350.4,8.2,0.227,46.918,3,MPO 342289,5/8/2013,807,
,2013 HT156,43.804,44.702,7.6,20160113,214.5,312.1,54.5,3.7,0.01,44.253,3,MPO 347300,4/19/2013,568,Outer Solar System Origins
,2013 HS156,37.678,54.181,8.5,20160113,341.4,207.5,41.5,8.2,0.18,45.929,2,MPO 347300,4/19/2013,568,Outer Solar System Origins
,2013 HR156,37.084,54.975,7.9,20160113,25,330.7,214.2,20.4,0.194,46.029,3,MPO 347300,4/19/2013,568,Outer Solar System Origins
,2013 GG138,46.556,48.814,6.6,20160113,233.2,135,215.2,24.6,0.024,47.685,3,MPO 347299,4/9/2013,568,Outer Solar System Origins
,2013 GF138,43.369,45.181,7.3,20160113,83,320.8,175.7,0.6,0.02,44.275,3,MPO 347299,4/9/2013,568,Outer Solar System Origins
,2013 GE138,42.123,46.65,7.7,20160113,123.6,61.9,31.5,3.1,0.051,44.387,2,MPO 347298,4/9/2013,568,Outer Solar System Origins
,2013 GD138,38.933,49.465,8.1,20160113,14.2,146.4,57,5.4,0.119,44.199,3,MPO 347298,4/9/2013,568,Outer Solar System Origins
,2013 GC138,41.081,45.127,7.3,20160113,252,250.2,83.4,3,0.047,43.104,2,MPO 347298,4/9/2013,568,Outer Solar System Origins
,2013 GB138,41.25,45.115,7.3,20160113,213.2,187.5,182.5,2.8,0.045,43.183,3,MPO 347298,4/9/2013,568,Outer Solar System Origins
,2013 GA138,41.862,46.211,7.7,20160113,337.9,181.7,63.4,3.9,0.049,44.036,3,MPO 347298,4/9/2013,568,Outer Solar System Origins
,2013 GZ137,39.528,43.782,7.7,20160113,70,293.2,212.1,21.1,0.051,41.655,2,MPO 347298,4/9/2013,568,Outer Solar System Origins
,2013 GY137,40.429,49.869,7.6,20160113,332.4,211.1,39.9,5.3,0.105,45.149,3,MPO 347297,4/9/2013,568,Outer Solar System Origins
,2013 GX137,40.944,46.107,7.4,20160113,296.6,235.8,51.1,4.1,0.059,43.526,3,MPO 347297,4/9/2013,568,Outer Solar System Origins
,2013 GW137,40.217,46,7.7,20160113,346.1,187,46.3,5,0.067,43.108,3,MPO 347297,4/9/2013,568,Outer Solar System Origins
,2013 GV137,40.546,47.466,6.8,20160113,226.8,288.4,69.8,3.2,0.079,44.006,2,MPO 347297,4/9/2013,568,Outer Solar System Origins
,2013 GU137,41.57,48.606,7.6,20160113,339.4,208.7,35.7,5,0.078,45.088,2,MPO 347297,4/9/2013,568,Outer Solar System Origins
,2013 GT137,40.021,49.66,7.4,20160113,71.4,111.4,25.2,2.3,0.107,44.84,2,MPO 347297,4/9/2013,568,Outer Solar System Origins
,2013 GS137,39.49,48.772,7.8,20160113,2.5,120.3,95.9,2.6,0.105,44.131,2,MPO 347296,4/9/2013,568,Outer Solar System Origins
,2013 GR137,40.945,44.758,8.2,20160113,305.6,226.3,51.4,4.2,0.044,42.851,2,MPO 347296,4/9/2013,568,Outer Solar System Origins
,2013 GQ137,39.801,52.11,7.4,20160113,43.8,71.9,90.5,2.8,0.134,45.956,2,MPO 347296,4/4/2013,568,Outer Solar System Origins
,2013 GP137,42.902,44.997,7.3,20160113,251,187.1,141.5,1.7,0.024,43.949,2,MPO 347296,4/4/2013,568,Outer Solar System Origins
,2013 GO137,37.922,45.298,7.3,20160113,261.3,288.3,35.4,29.2,0.089,41.61,3,MPO 347296,4/4/2013,568,Outer Solar System Origins
,2013 GN137,41.197,47.546,7,20160113,34.3,103.6,72.4,2.8,0.072,44.372,2,MPO 347296,4/4/2013,568,Outer Solar System Origins
,2013 GM137,41.021,47.62,7.3,20160113,69.1,107,32.5,22.4,0.074,44.32,2,MPO 347295,4/4/2013,568,Outer Solar System Origins
,2013 GL137,31.53,47.369,8.5,20160113,322.9,233.7,44.5,10.4,0.201,39.45,2,MPO 347295,4/9/2013,568,Outer Solar System Origins
,2013 GK137,32.461,46.204,7.3,20160113,156.3,13.1,45,9.9,0.175,39.332,2,MPO 347295,4/9/2013,568,Outer Solar System Origins
,2013 GJ137,29.069,50.295,8.5,20160113,330.1,229.8,42.5,16.8,0.267,39.682,2,MPO 347295,4/9/2013,568,Outer Solar System Origins
,2013 GH137,30.444,48.978,8.5,20160113,20.5,152.8,35.7,13.4,0.233,39.711,2,MPO 347295,4/4/2013,568,Outer Solar System Origins
,2013 GG137,34.021,45.144,8.8,20160113,36.4,75,96.1,2.4,0.14,39.583,2,MPO 347295,4/4/2013,568,Outer Solar System Origins
,2013 GF137,33.433,46.147,8.1,20160113,62,103.5,35.8,14.7,0.16,39.79,3,MPO 347294,4/4/2013,568,Outer Solar System Origins
,2013 GE137,29.26,49.973,8.9,20160113,30.4,137.4,31.4,3.9,0.261,39.617,2,MPO 347294,4/4/2013,568,Outer Solar System Origins
,2013 GD137,35.295,43.924,8.3,20160113,16,352.9,204.4,6.9,0.109,39.609,2,MPO 347294,4/4/2013,568,Outer Solar System Origins
,2013 GC137,42.269,44.646,8,20160113,109.2,66.7,40.7,2.3,0.027,43.458,3,MPO 347294,4/4/2013,568,Outer Solar System Origins
,2013 GA137,35.365,49.664,7.9,20130418,102.8,3.6,89.3,2.7,0.168,42.515,( 38d),MPO 349316,4/4/2013,568,Outer Solar System Origins
,2013 GX136,35.958,60.751,8.3,20160113,345.2,180.4,63.6,1.1,0.256,48.354,3,MPO 347293,4/9/2013,568,Outer Solar System Origins
,2013 GW136,31.359,64.804,7.6,20160113,346,34.9,219.3,6.7,0.348,48.082,3,MPO 347293,4/9/2013,568,Outer Solar System Origins
,2013 GV136,39.725,42.907,8.2,20160113,65.3,295.2,216,7.4,0.039,41.316,3,MPO 347293,4/9/2013,568,Outer Solar System Origins
,2013 GU136,36.714,52.157,7.9,20160113,30,126.2,49.2,8.3,0.174,44.436,2,MPO 347293,4/4/2013,568,Outer Solar System Origins
,2013 GT136,36.217,48.903,7.4,20160113,176.2,356.9,40.9,12.1,0.149,42.56,3,MPO 347293,4/4/2013,568,Outer Solar System Origins
,2013 GR136,40.381,47.421,7.8,20160113,330.4,52.6,198.7,1.6,0.08,43.901,3,MPO 347293,4/4/2013,568,Outer Solar System Origins
,2013 GQ136,40.717,57.134,6.5,20160113,232.7,156.7,203.3,2,0.168,48.926,3,MPO 347292,4/9/2013,568,Outer Solar System Origins
,2013 GO136,36.408,41.52,8.3,20160113,30.7,149.1,39.1,24.2,0.066,38.964,2,MPO 347292,4/9/2013,568,Outer Solar System Origins
,2013 FO28,33.3,49.696,6.7,20130329,290.7,45.4,244.6,9.4,0.198,41.498,( 55d),MPO 331335,3/16/2013,807,S. S. Sheppard
,2013 FH28,37.422,49.668,6.1,20160113,297.3,292.7,322.8,13.1,0.141,43.545,3,MPO 335283,3/17/2013,807,
,2013 FD28,32.847,46.58,6.2,20160113,93,201.7,251.2,6.8,0.173,39.714,2,MPO 295874,3/17/2013,807,"S. S. Sheppard, C. A. Truj"
,2013 FC28,42.474,50.059,5.2,20160113,257.2,93.2,193.2,16.3,0.082,46.267,3,MPO 335283,3/17/2013,807,"S. S. Sheppard, C. A. Truj"
,2013 FB28,40.951,52.433,5.5,20160113,55,150,320.7,15.6,0.123,46.692,2,MPO 295874,3/17/2013,807,"S. S. Sheppard, C. A. Truj"
,2013 FA28,42.993,45.905,5.9,20160113,248.9,17.4,301.3,1.5,0.033,44.449,3,MPO 346300,3/16/2013,807,"S. S. Sheppard, C. A. Truj"
,2013 FZ27,37.966,58.881,4.1,20160113,280.5,340.5,285,14,0.216,48.424,4,MPO 339485,3/16/2013,807,
,2013 EM149,42.663,48.381,6.8,20160113,29.9,16.7,169.2,2.6,0.063,45.522,3,MPO 347290,3/13/2013,695,M. W. Buie
,2012 YO9,36.197,50.957,7.7,20160113,299,3.7,118.6,15.4,0.169,43.577,3,MPO 336618,12/17/2012,W84,Dark Energy Survey
,2012 XR157,36.946,58.856,5.6,20160113,318.5,276.1,223.6,30,0.229,47.901,4,MPO 289744,12/11/2012,807,
,2012 VV113,40.738,51.141,7.4,20160113,349.9,295.6,116.1,15.7,0.113,45.94,2,MPO 317747,11/15/2012,W84,Dark Energy Survey
,2012 VU113,36.458,42.317,7.7,20160113,13.7,315.4,65.5,30.1,0.074,39.388,4,MPO 339480,11/15/2012,W84,Dark Energy Survey
,2012 VR113,39.511,55.507,6.6,20160113,39.1,220.1,121.1,19.3,0.168,47.509,3,MPO 327126,11/15/2012,W84,Dark Energy Survey
,2012 UU177,42.264,45.318,8.4,20121020,184.5,286.7,283.2,16.2,0.035,43.791,( 2d),MPO 322278,10/21/2012,568,
,2012 UT177,41.248,53.467,7.6,20160113,151.3,280.4,320.6,16.4,0.129,47.358,2,MPO 317746,10/21/2012,568,
,2012 UP177,38.605,46.777,8.1,20160113,49,59.2,280.2,16.6,0.096,42.691,2,MPO 317746,10/21/2012,568,M. Alexandersen
,2012 UO177,39.975,42.923,8.3,20160113,133.6,330.8,290,16.4,0.036,41.449,2,MPO 317746,10/21/2012,568,M. Alexandersen
,2012 UN177,36.319,49.812,7.5,20160113,351.2,71.3,341.4,20.1,0.157,43.065,4,MPO 339477,10/20/2012,568,M. Alexandersen
,2012 UM177,41.015,45.818,8.6,20160113,47.3,55.7,287.8,16.2,0.055,43.417,2,MPO 317745,10/20/2012,568,M. Alexandersen
,2012 UL177,35.891,45.222,7.4,20160113,340.3,148.8,272.2,19.2,0.115,40.556,2,MPO 317745,10/20/2012,568,M. Alexandersen
,2012 UH177,31.738,46.837,7.9,20160113,145,345.3,255.1,23.8,0.192,39.287,2,MPO 317745,10/21/2012,568,M. Alexandersen
,2012 UG177,30.47,47.915,9.6,20160113,3.5,130.9,261.9,21.9,0.223,39.193,2,MPO 317745,10/20/2012,568,M. Alexandersen
,2012 HE85,40.166,48.852,9.7,20160113,0.2,47.7,235.1,3,0.098,44.509,2,MPEC 2016-B36,4/18/2012,268,New Horizons KBO Search
,2012 HZ84,36.741,55.535,10.1,20160113,316.1,89.3,257.1,5.5,0.204,46.138,2,MPO 286676,4/17/2012,268,New Horizons KBO Search
,2012 HG84,40.011,44.88,6.4,20120513,43.8,279.8,266.2,10.9,0.057,42.446,( 67d),MPO 234432,4/17/2012,809,M. E. Schwamb
,2011 UA413,31.697,41.163,8.6,20160113,17.3,84.4,292.4,5.4,0.13,36.43,3,MPO 357179,10/26/2011,568,M. Alexandersen
,2011 UZ412,31.589,41.109,9.3,20160113,2.5,28.1,9.8,6.8,0.131,36.349,2,MPO 317700,10/24/2011,568,M. Alexandersen
,2011 UY412,41.694,44.421,8.9,20111026,358.6,18.9,16,7.9,0.032,43.058,( 7d),MPO 322262,10/24/2011,568,
,2011 UX412,41.019,47.845,8.1,20111026,224.4,315.7,216.8,29.8,0.077,44.432,( 37d),MPO 322262,10/24/2011,568,
,2011 UV412,33.852,63.194,8,20160113,74.5,63.8,219.3,11.6,0.302,48.523,2,MPO 317700,10/24/2011,568,
,2011 UU412,32.753,45.864,9.7,20111026,360,7.7,25.4,23.2,0.167,39.309,( 36d),MPO 322262,10/26/2011,568,M. Alexandersen
,2011 UT412,39.262,56.548,7.8,20160113,72.8,78.9,224.3,17.9,0.18,47.905,2,MPO 317700,10/26/2011,568,M. Alexandersen
,2011 US412,40.031,55.481,7.7,20160113,292.1,117.3,5.2,2.6,0.162,47.756,2,MPO 317700,10/24/2011,568,M. Alexandersen
,2011 UR412,34.304,65.638,8.8,20160113,344.8,54.7,15.3,17.9,0.314,49.971,2,MPO 317700,10/26/2011,568,M. Alexandersen
,2011 UO412,33.108,42.784,7.9,20160113,88.8,272.1,21.2,27.8,0.127,37.946,2,MPO 317699,10/26/2011,568,M. Alexandersen
,2011 UN412,36.509,41.222,8.5,20160113,215,326,216.3,20.5,0.061,38.866,2,MPO 317699,10/24/2011,568,M. Alexandersen
,2011 UM412,39.404,51.084,8.5,20160113,34.1,123.8,231.7,10.7,0.129,45.244,2,MPO 317699,10/26/2011,568,M. Alexandersen
,2011 UL412,39.38,46.425,7.7,20160113,89.8,58.2,239.4,10.4,0.082,42.903,2,MPO 317699,10/26/2011,568,M. Alexandersen
,2011 UK412,37.001,44.262,7.9,20160113,20.3,152,218.9,26.4,0.089,40.632,3,MPO 339458,10/26/2011,568,M. Alexandersen
,2011 UJ412,40.608,43.288,8.1,20160113,225.2,148.4,27.1,29.8,0.032,41.948,2,MPO 317699,10/26/2011,568,M. Alexandersen
,2011 UH412,37.518,47.523,8.2,20160113,295.5,95.6,21.6,15.2,0.118,42.52,2,MPO 317698,10/26/2011,568,M. Alexandersen
,2011 UG412,39.24,53.347,7.7,20160113,54.6,24.1,304.1,2.5,0.152,46.294,2,MPO 317698,10/26/2011,568,M. Alexandersen
,2011 UF412,44.306,45.589,8.2,20160113,175.3,268.5,314.1,2.1,0.014,44.947,2,MPO 317698,10/24/2011,568,M. Alexandersen
,2011 UE412,38.441,48.345,6.7,20160113,172.9,4.4,218.1,22.8,0.114,43.393,2,MPO 317698,10/24/2011,568,M. Alexandersen
,2011 UD412,42.874,47.714,7,20160113,299.7,104.1,358.4,5.5,0.053,45.294,3,MPO 317698,10/24/2011,568,M. Alexandersen
,2011 UC412,40.359,46.203,7.8,20160113,23.4,32.8,337.6,3.1,0.068,43.281,2,MPO 317698,10/24/2011,568,M. Alexandersen
,2011 UB412,40.76,46.018,7.9,20160113,128.6,246,14.6,15.4,0.061,43.389,3,MPO 357179,10/24/2011,568,M. Alexandersen
,2011 UA412,39.407,52.796,8.7,20160113,356.4,147.6,252.6,3,0.145,46.101,2,MPO 317697,10/24/2011,568,M. Alexandersen
,2011 UZ411,43.038,47.763,7.8,20160113,86.4,348.9,315.5,1.2,0.052,45.4,2,MPO 317697,10/24/2011,568,M. Alexandersen
,2011 UY411,41.24,46.968,7.8,20160113,297.4,156.8,309.6,1.9,0.065,44.104,2,MPO 317697,10/24/2011,568,M. Alexandersen
,2011 UX411,38.259,46.362,8.5,20160113,50.6,315,24.2,7.2,0.096,42.311,2,MPO 317697,10/24/2011,568,M. Alexandersen
,2011 UW411,36.445,51.067,8.4,20160113,302.3,95.6,18.5,4.5,0.167,43.756,2,MPO 317697,10/24/2011,568,M. Alexandersen
,2011 UV411,40.477,45.997,8.2,20160113,50,322.2,20.2,4.4,0.064,43.237,2,MPO 317697,10/24/2011,568,M. Alexandersen
,2011 UU411,42.46,45.189,7.9,20160113,299.5,104.4,357.1,1.7,0.031,43.825,2,MPO 317697,10/24/2011,568,M. Alexandersen
,2011 UO411,33.555,50.779,8.7,20160113,352.9,99.5,310.2,5.3,0.204,42.167,2,MPO 317696,10/26/2011,568,M. Alexandersen
,2011 UN411,33.439,50.994,9.2,20160113,8.1,61.3,326.6,3.2,0.208,42.216,2,MPO 317696,10/26/2011,568,M. Alexandersen
,2011 UM411,35.816,48.416,7.3,20160113,188.7,197.1,11.5,9.4,0.15,42.116,3,MPO 357179,10/24/2011,568,M. Alexandersen
,2011 UL411,39.189,45.017,8.7,20160113,3.4,83.6,308.6,2,0.069,42.103,2,MPO 317695,10/24/2011,568,M. Alexandersen
,2011 UK411,32.424,52.024,6.9,20160113,340.5,211,219.3,13.4,0.232,42.224,3,MPO 339458,10/24/2011,568,M. Alexandersen
,2011 UJ411,37.246,47.11,8.4,20160113,349.3,30.9,21.6,5.2,0.117,42.178,2,MPO 317695,10/24/2011,568,M. Alexandersen
,2011 UH411,35.115,56.95,8.6,20160113,351.4,198.8,214.1,27.1,0.237,46.033,2,MPO 317695,10/24/2011,568,M. Alexandersen
,2011 UG411,41.067,53.904,8.7,20160113,31.8,116,238.8,10.7,0.135,47.486,2,MPO 317695,10/26/2011,568,M. Alexandersen
,2011 UF411,31.214,64.055,8.4,20160113,329.2,196.2,261.8,5.9,0.345,47.635,2,MPO 317695,10/26/2011,568,M. Alexandersen
,2011 UE411,32.319,62.746,9.3,20160113,333.6,73.8,17.1,9.4,0.32,47.532,2,MPO 317695,10/24/2011,568,M. Alexandersen
,2011 UD411,27.791,50.532,7.1,20160113,280.9,132.1,19.1,15.7,0.29,39.162,3,MPO 317694,10/26/2011,568,M. Alexandersen
,2011 UC411,28.605,49.696,7.9,20160113,12.8,88.5,289.2,4.7,0.269,39.15,4,MPO 339458,10/26/2011,568,M. Alexandersen
,2011 UB411,37.863,41.136,8,20160113,59,320.5,13.4,14.9,0.041,39.499,3,MPO 317694,10/26/2011,568,M. Alexandersen
,2011 UA411,29.623,48.627,9.3,20160113,357.3,167.9,238,8.7,0.243,39.125,3,MPO 317694,10/26/2011,568,M. Alexandersen
,2011 UZ410,34.556,44.255,8.3,20160113,77.6,7.2,298.5,3.8,0.123,39.406,4,MPO 339458,10/26/2011,568,M. Alexandersen
,2011 UY410,33.959,44.464,9.2,20160113,19.5,3.1,12.5,8.6,0.134,39.211,2,MPO 317694,10/26/2011,568,M. Alexandersen
,2011 UX410,26.402,52.323,8.3,20160113,308.5,263.9,224,17.5,0.329,39.362,3,MPO 317693,10/26/2011,568,M. Alexandersen
,2011 UW410,30.927,47.998,8.3,20160113,71.7,284.8,18,10.8,0.216,39.463,3,MPO 317693,10/26/2011,568,M. Alexandersen
,2011 UV410,29.209,49.391,7.9,20160113,21.9,30,332.3,4.3,0.257,39.3,5,MPO 339458,10/24/2011,568,M. Alexandersen
,2011 UU410,28.96,49.416,9.8,20160113,2.7,15.7,19.4,12.6,0.261,39.188,3,MPO 317693,10/24/2011,568,M. Alexandersen
,2011 UT410,32.334,46.545,5.8,20160113,287.3,109.8,19.8,13.5,0.18,39.439,4,MPO 339458,10/24/2011,568,M. Alexandersen
,2011 US410,29.39,49.367,8.6,20160113,58.2,289.9,20.6,11.9,0.254,39.378,3,MPO 317693,10/24/2011,568,M. Alexandersen
,2011 UR410,28.795,49.891,9.6,20160113,338.9,50.8,27.1,17.3,0.268,39.343,3,MPO 317693,10/24/2011,568,M. Alexandersen
,2011 UQ410,29.019,49.527,9.5,20160113,33.6,335.2,10.9,3.3,0.261,39.273,3,MPO 317692,10/24/2011,568,M. Alexandersen
