Designation (and name),Prov.Des.,q,Q,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,Discovery date,site,discoverer(s)
-126719,2002 CC249,38.008,56.836,6.7,20160113,355.1,307.2,248.3,0.8,0.199,47.422,6,MPO 338136,2/8/2002,695,M. W. Buie
-126155,2001 YJ140,27.906,51.307,7.3,20160113,10.6,129.9,319.5,6,0.295,39.607,5,MPO 157304,12/20/2001,675,"C. A. Trujillo, M. E. Brow"
-126154,2001 YH140,36.43,48.738,5.5,20160113,19.4,356.6,108.8,11.1,0.145,42.584,9,MPO 351741,12/18/2001,675,"C. A. Trujillo, M. E. Brow"
-123509,2000 WK183,42.343,46.546,6.6,20160113,327.7,293.6,185.8,2,0.047,44.444,6,MPO 157303,11/26/2000,809,"O. R. Hainaut, C. E. Delah"
-120348,2004 TY364,36.163,41.377,5,20160113,265.8,359.9,140.6,24.8,0.067,38.77,7,MPO 359578,10/3/2004,675,"M. E. Brown, C. A. Trujill"
(120347) Salacia,2004 SB60,37.308,46.435,4,20160113,121.7,308,280.1,23.9,0.109,41.871,12,MPO 338103,9/22/2004,675,"H. G. Roe, M. E. Brown, K."
-120216,2004 EW95,26.979,52.308,6.7,20160113,357,204.2,25.7,29.2,0.319,39.643,9,MPO 338102,3/14/2004,691,Spacewatch
-120181,2003 UR292,26.767,37.783,7.3,20160113,6.6,248.7,146.5,2.7,0.171,32.275,9,MPO 202326,10/24/2003,695,M. W. Buie
-120178,2003 OP32,38.48,47.624,3.8,20160113,71.8,67.1,182.9,27.2,0.106,43.052,12,MPO 351695,7/26/2003,675,"M. E. Brown, C. A. Trujill"
-120132,2003 FY128,37.068,62.58,4.9,20160113,28.2,175.3,341.7,11.8,0.256,49.824,10,MPO 229635,3/26/2003,644,NEAT
-119979,2002 WC19,35.289,60.719,4.9,20160113,316,44.4,109.8,9.2,0.265,48.004,9,MPO 245016,11/16/2002,644,Palomar
-119956,2002 PA149,35.84,50.996,6.1,20160113,86.1,151.8,105.6,4,0.175,43.418,7,MPO 338101,8/10/2002,807,M. W. Buie
-119951,2002 KX14,37.248,40.492,4.6,20160113,261.4,71.7,286.7,0.4,0.042,38.87,11,MPO 338101,5/17/2002,675,"C. A. Trujillo, M. E. Brow"
-119473,2001 UO18,28.258,50.845,7.8,20160113,342.1,47.9,36.4,3.7,0.286,39.552,4,MPO 314198,10/19/2001,695,M. W. Buie
-119070,2001 KP77,35.989,51.532,7,20160113,18.1,217.6,21.9,3.3,0.178,43.76,4,MPO 88168,5/23/2001,807,M. W. Buie
-119069,2001 KN77,29.792,48.554,7.1,20160113,317.6,279.9,45.3,2.4,0.239,39.173,6,MPO 186631,5/23/2001,807,M. W. Buie
-119067,2001 KP76,35.425,51.742,6.6,20160113,295.4,303.6,42.7,7.2,0.187,43.584,6,MPO 157301,5/23/2001,807,M. W. Buie
-119066,2001 KJ76,40.32,47.142,6.8,20160113,310.8,270,47.6,6.7,0.078,43.731,4,MPO 88168,5/23/2001,807,M. W. Buie
-118698,2000 OY51,33.491,53.426,8.2,20160113,326.5,82.6,285,11.2,0.229,43.458,5,MPO 157301,7/28/2000,309,B. Gladman
-118379,1999 HC12,34.729,56.303,7.6,20160113,62.5,96.1,57,15.3,0.237,45.516,4,MPO 87914,4/18/1999,695,Kitt Peak
-118378,1999 HT11,38.893,49.009,7.6,20160113,323.9,186.4,87.9,5.1,0.115,43.951,5,MPO 341358,4/17/1999,695,Kitt Peak
-118228,1996 TQ66,34.631,44.093,6.9,20160113,24.3,20.3,10.8,14.7,0.12,39.362,7,MPO 355922,10/8/1996,568,"J. Chen, D. C. Jewitt, C."
-91205,1998 US43,34.147,44.396,8,20160113,59.3,141.4,223.9,10.6,0.13,39.271,5,MPO 337939,10/22/1998,695,M. W. Buie
-91133,1998 HK151,30.347,48.529,7.6,20160113,25.1,180.6,50.2,5.9,0.231,39.438,4,MPO 186595,4/28/1998,568,Mauna Kea
-90568,2004 GV9,38.728,45.619,4,20160113,34.6,293.2,250.6,22,0.082,42.174,9,MPO 337935,4/13/2004,644,NEAT
(90482) Orcus,2004 DW,30.866,48.074,2.2,20160113,174.7,73,268.6,20.6,0.218,39.47,20,MPO 337934,2/17/2004,675,"M. E. Brown, C. A. Trujill"
(88611) Teharonhiawako,2001 QT297,42.453,45.231,5.8,20160113,158.7,236.2,304.8,2.6,0.032,43.842,8,MPO 253880,8/20/2001,807,Deep Ecliptic Survey
-88268,2001 KK76,41.861,43.189,6.3,20160113,317.8,223.7,87,1.9,0.016,42.525,4,MPO 186592,5/24/2001,807,M. W. Buie
-88267,2001 KE76,41.915,44.224,7.2,20160113,99.4,41.1,113.1,0.5,0.027,43.07,5,MPO 157286,5/22/2001,807,M. W. Buie
-86177,1999 RY215,34.515,55.561,7.1,20160113,346.3,51.3,326.7,22.2,0.234,45.038,6,MPO 253869,9/8/1999,568,Mauna Kea
-86047,1999 OY3,36.247,51.164,6.8,20160113,62.4,303.7,301.9,24.3,0.171,43.706,5,MPO 157285,7/18/1999,568,Mauna Kea
-85633,1998 KR65,41.98,44.725,6.7,20160113,247.7,338.3,101.9,1.2,0.032,43.353,6,MPO 157285,5/29/1998,807,G. Bernstein
-85627,1998 HP151,40.255,47.921,7.4,20160113,315.8,249.3,55.9,1.5,0.087,44.088,5,MPO 355729,4/28/1998,568,Mauna Kea
-84922,2003 VS2,36.456,42.418,4.2,20160113,15.5,114.3,302.8,14.8,0.076,39.437,16,MPO 359335,11/14/2003,644,NEAT
-84719,2002 VR128,29.003,49.665,5.4,20160113,73.4,287.9,23.2,14,0.263,39.334,9,MPO 337898,11/3/2002,644,"C. A. Trujillo, M. E. Brow"
-82157,2001 FM185,36.485,41.168,6.9,20160113,290.8,108.7,150.7,5.4,0.06,38.826,5,MPO 157284,3/26/2001,695,M. W. Buie
-80806,2000 CM105,39.678,45.178,6.6,20160113,92.2,10.4,45.7,3.8,0.065,42.428,7,MPO 337867,2/6/2000,695,M. W. Buie
-79983,1999 DF9,39.801,53.748,6.1,20160113,17.9,178.2,334.8,9.8,0.149,46.775,4,MPO 58491,2/20/1999,695,"J. X. Luu, C. A. Trujillo,"
-79969,1999 CP133,32.061,38.184,7.4,20160113,48.3,160.5,334.2,3.2,0.087,35.123,6,MPO 355696,2/11/1999,568,"C. A. Trujillo, J. X. Luu,"
(79360) Sila-Nunam,1997 CS29,43.388,44.838,5.2,20160113,332,222.4,304.3,2.2,0.016,44.113,16,MPO 355692,2/3/1997,568,"J. X. Luu, D. C. Jewitt, C"
-78799,2002 XW93,28.287,46.797,5.5,20160113,140.3,247.5,46.9,14.4,0.247,37.542,6,MPO 157282,12/10/2002,644,Palomar
-76803,2000 PK30,33.762,43.232,7.3,20160113,65.6,125.3,127.4,33.8,0.123,38.497,6,MPO 140069,8/5/2000,568,M. J. Holman
-69990,1998 WU31,31.992,46.526,8.3,20160113,45.8,142.2,237.2,6.6,0.185,39.259,5,MPO 157278,11/18/1998,695,M. W. Buie
-69987,1998 WA25,41.682,43.326,7.2,20160113,78,215.7,136.4,1,0.019,42.504,5,MPO 186572,11/19/1998,695,M. W. Buie
-69986,1998 WW24,30.634,48.292,7.9,20160113,42.7,146.8,234,13.9,0.224,39.463,5,MPO 157278,11/18/1998,695,M. W. Buie
(66652) Borasisi,1999 RZ253,39.827,47.323,5.9,20160113,59.8,195.2,84.7,0.6,0.086,43.575,8,MPO 253782,9/8/1999,568,"C. A. Trujillo, J. X. Luu,"
-66452,1999 OF4,41.784,47.778,6.9,20160113,108.6,85.3,134.4,2.7,0.067,44.781,6,MPO 157277,7/21/1999,568,Mauna Kea
-60620,2000 FD8,34.292,53.787,6.5,20160113,323.9,79.6,184.8,19.5,0.221,44.039,6,MPO 337733,3/27/2000,568,"J. J. Kavelaars, B. Gladma"
-60454,2000 CH105,40.747,48.503,6.3,20160113,302.8,287.5,320.1,1.2,0.087,44.625,4,MPO 44435,2/5/2000,695,M. W. Buie
-59358,1999 CL158,32.96,50.512,7,20160113,44.3,329.7,120,10,0.21,41.736,8,MPO 359150,2/11/1999,568,"J. X. Luu, C. A. Trujillo,"
(58534) Logos,1997 CQ29,39.933,51.103,6.6,20160113,56.7,339.1,132.5,2.9,0.123,45.518,9,MPO 344731,2/4/1997,568,Mauna Kea
-55638,2002 VE95,28.011,50.692,5.6,20160113,20.6,207.4,199.9,16.3,0.288,39.351,14,MPO 337700,11/14/2002,644,NEAT
-55637,2002 UX25,36.494,48.727,4,20160113,294.5,278.3,204.7,19.5,0.144,42.61,15,MPO 359121,10/30/2002,291,Spacewatch
-55636,2002 TX300,37.866,48.361,3.4,20160113,73.8,338.9,324.7,25.9,0.122,43.114,18,MPO 359121,10/15/2002,644,NEAT
-55565,2002 AW197,41.278,53.765,3.5,20160113,293.8,293.3,297.4,24.4,0.131,47.521,9,MPO 280075,1/10/2002,675,Palomar
(53311) Deucalion,1999 HU11,41.519,47.044,6.6,20160113,303.2,237.1,51.4,0.4,0.062,44.281,7,MPO 341046,4/18/1999,695,Deep Ecliptic Survey
-52747,1998 HM151,41.859,47.072,7.9,20160113,316.4,245.9,63.9,0.5,0.059,44.465,6,MPO 66038,4/29/1998,568,Mauna Kea
(50000) Quaoar,2002 LM60,41.869,44.879,2.4,20160113,287.6,155.2,188.8,8,0.035,43.374,21,MPO 359076,6/4/2002,644,"C. A. Trujillo, M. E. Brow"
-49673,1999 RA215,38.612,47.323,7.7,20160113,304.2,271.3,132.4,22.6,0.101,42.968,5,MPO 284508,9/13/1999,695,"D. Davis, B. Gladman, C. M"
-47932,2000 GN171,28.281,50.895,6.2,20160113,8.8,195,26,10.8,0.286,39.588,11,MPO 287106,4/1/2000,691,A. Gleason
-47171,1999 TC36,30.556,48.017,5,20160113,0.8,295.3,97.1,8.4,0.222,39.286,12,MPO 355480,10/1/1999,695,"E. P. Rubenstein, L.-G. St"
-45802,2000 PV29,42.715,43.86,8,20160113,104.7,45.5,173.3,1.2,0.013,43.288,4,MPO 186539,8/5/2000,568,M. J. Holman
-40314,1999 KR16,33.987,64.025,5.9,20160113,345.4,58.3,205.6,24.8,0.306,49.006,8,MPO 340968,5/16/1999,809,"A. Dalsanti, O. R. Hainaut"
(38628) Huya,2000 EB173,28.533,50.718,4.9,20160113,1.5,67.6,169.2,15.5,0.28,39.626,14,MPO 340960,3/10/2000,303,I. R. Ferrin
(38083) Rhadamanthus,1999 HX11,33.192,45.211,7.1,20160113,97.1,82.2,10,12.7,0.153,39.201,6,MPO 358978,4/17/1999,695,Deep Ecliptic Survey
-35671,1998 SN165,36.131,39.398,5.6,20160113,282.4,269.1,192.1,4.6,0.043,37.765,9,MPO 355394,9/23/1998,691,A. Gleason
-33340,1998 VG44,29.368,49.399,6.5,20160113,2.8,324.8,128,3,0.254,39.384,7,MPO 355376,11/14/1998,691,"J. A. Larsen, N. Danzl, A."
-33001,1997 CU29,42.082,45.295,6.5,20160113,248.8,259.8,350.3,1.5,0.037,43.689,7,MPO 319488,2/6/1997,568,"D. C. Jewitt, J. X. Luu, C"
-32929,1995 QY9,29.216,49.794,8,20160113,14,25.1,342.1,4.8,0.26,39.505,9,MPO 157269,8/31/1995,568,"D. C. Jewitt, J. Chen"
(28978) Ixion,2001 KX76,29.953,49.05,3.6,20160113,280.5,299.7,71,19.6,0.242,39.502,17,MPO 305587,5/22/2001,807,Deep Ecliptic Survey
-26308,1998 SM165,29.958,64.977,5.8,20160113,45.5,130.6,183.2,13.5,0.369,47.467,14,MPO 355320,9/16/1998,691,N. Danzl
-24978,1998 HJ151,41.179,45.693,7.5,20160113,68.8,128.6,50.4,2.4,0.052,43.436,6,MPO 157267,4/28/1998,568,"J. X. Luu, C. A. Trujillo,"
-24952,1997 QJ4,30.424,48.087,7.6,20160113,337.2,82.6,346.9,16.6,0.225,39.256,5,MPO 157267,8/28/1997,568,"J. X. Luu, C. A. Trujillo,"
-24835,1995 SM55,37.371,46.15,4.8,20160113,327.7,72.4,21.1,27.1,0.105,41.761,13,MPO 355309,9/19/1995,691,N. Danzl
-20161,1996 TR66,28.72,66.538,7.5,20160113,53.8,308.8,343.2,12.4,0.397,47.629,5,MPO 229192,10/8/1996,568,"D. C. Jewitt, C. A. Trujil"
-20108,1995 QZ9,33.692,45.011,7.7,20160113,59.6,142.3,188.1,19.6,0.144,39.352,5,MPO 234941,8/29/1995,568,"D. C. Jewitt, J. Chen"
(20000) Varuna,2000 WR106,40.946,45.298,3.6,20160113,105.1,270.9,97.3,17.2,0.05,43.122,21,MPO 358822,11/28/2000,691,Spacewatch
(19521) Chaos,1998 WH24,40.958,50.648,4.8,20160113,337.3,58.4,50,12.1,0.106,45.803,11,MPO 166030,11/19/1998,695,Deep Ecliptic Survey
-19308,1996 TO66,37.941,48.375,4.5,20160113,137.2,239.1,355.3,27.5,0.121,43.158,9,MPO 141720,10/12/1996,568,"C. A. Trujillo, D. C. Jewi"
-19299,1996 SZ4,29.375,49.672,7.9,20160113,6.8,30.5,16,4.7,0.257,39.524,6,MPO 234938,9/16/1996,950,"A. Fitzsimmons, M. J. Irwi"
-19255,1994 VK8,41.331,44.389,7,20160113,267.5,112.5,72.4,1.5,0.036,42.86,6,MPO 355265,11/8/1994,950,"A. Fitzsimmons, D. O'Ceall"
-16684,1994 JQ1,41.98,46.515,6.9,20160113,328.5,246.9,25.6,3.7,0.051,44.247,7,MPO 97236,5/11/1994,950,"M. J. Irwin, A. Zytkow"
-15883,1997 CR29,37.266,57.428,7.1,20160113,66,302.6,127.1,19.1,0.213,47.347,5,MPO 272716,2/3/1997,568,"C. A. Trujillo, J. Chen, D"
-15875,1996 TP66,26.396,52.38,7,20160113,22.7,75.6,316.9,5.7,0.33,39.388,8,MPO 229165,10/11/1996,568,"J. X. Luu, D. C. Jewitt, C"
-15836,1995 DA2,33.804,39.462,7.7,20160113,52.7,338.5,127.4,6.5,0.077,36.633,8,MPO 355237,2/24/1995,568,"J. X. Luu, D. C. Jewitt"
-15820,1994 TB,26.96,51.824,7.3,20160113,355.4,99.3,317.5,12.1,0.316,39.392,9,MPO 355237,10/2/1994,568,"D. C. Jewitt, J. Chen"
-15810,1994 JR1,34.711,44.06,7.6,20160113,29.7,101.3,144.7,3.8,0.119,39.386,9,MPO 347649,5/12/1994,950,"M. J. Irwin, A. Zytkow"
-15809,1994 JS,33.071,51.336,7.8,20160113,350.6,236.9,56.3,14,0.216,42.204,7,MPO 97234,5/11/1994,807,"D. C. Jewitt, J. X. Luu"
-15807,1994 GV9,41.213,46.828,7.4,20160113,68.4,309.9,176.7,0.6,0.064,44.02,9,MPO 337392,4/15/1994,568,"D. C. Jewitt, J. Chen"
-15789,1993 SC,32.164,46.653,7,20160113,66.1,316.2,354.7,5.2,0.184,39.408,9,MPO 355237,9/17/1993,950,"I. P. Williams, A. Fitzsim"
-15788,1993 SB,26.729,51.873,7.9,20160113,349.8,79.4,354.9,1.9,0.32,39.301,9,MPO 229164,9/16/1993,950,"I. P. Williams, A. Fitzsim"
-15760,1992 QB1,40.899,46.692,7.1,20160113,26.9,2.8,359.5,2.2,0.066,43.795,10,MPO 347649,8/30/1992,568,"D. C. Jewitt, J. X. Luu"
