Designation (and name),Prov.Des.,q,Q,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,Discovery date,site,discoverer(s)
,2010 ER65,40.016,160,5.4,20160113,3.4,324.1,212.7,21.2,0.6,99.946,3,MPO 237402,3/10/2010,809,"D. L. Rabinowitz, S. Tourtellotte"
,2010 EQ65,34.183,128,6.4,20100325,352.5,239.4,336.2,23.6,0.579,81.291,( 41d),MPO 175353,3/10/2010,809,"D. L. Rabinowitz, S. Tourtellotte"
,2010 EO65,14.004,36.471,9.6,20160113,1.5,270.8,315.6,11.4,0.445,25.237,4,MPO 339438,3/9/2010,809,"D. L. Rabinowitz, S. Tourtellotte"
,2010 BK118,6.1,963,10.2,20160113,0.1,179.1,176,143.9,0.987,484,5,MPO 271268,1/30/2010,C51,WISE
,2010 BL4,8.601,28.891,12,20160113,28.5,253.4,227.1,20.8,0.541,18.746,4,MPO 339436,1/18/2010,809,D. L. Rabinowitz
,2009 YG19,32.979,78.32,6.1,20160113,12.9,301.6,99.2,5.2,0.407,55.649,4,MPO 361161,12/25/2009,809,D. L. Rabinowitz
,2009 MF10,27.273,87.63,6.1,20160113,28,262.7,320.8,26.2,0.525,57.451,2,MPO 196016,6/27/2009,807,"S. S. Sheppard, A. Udalski, C. A. Trujillo, K. Ulaczyk"
,2009 ME10,22.83,32.827,7.5,20090708,341.1,338.7,344.7,14.7,0.18,27.829,( 59d),MPO 179995,6/27/2009,807,"A. Udalski, S. S. Sheppard, M. Szymanski, C. A. Trujillo"
,2009 KA37,33.91,73.429,8.6,20090529,332.6,114.3,128.3,15.3,0.368,53.67,( 28d),MPO 215168,5/27/2009,568,
,2009 KZ36,20.013,76.807,10.3,20090529,19.4,333.8,140.6,17.4,0.587,48.41,( 28d),MPO 215168,5/27/2009,568,
,2009 KY36,27.688,74.765,9.1,20090529,35.1,64.8,34.1,24.7,0.459,51.227,( 28d),MPO 215168,5/27/2009,568,
,2009 KX36,44.719,90.904,8,20090529,9.3,22,142.7,18.8,0.341,67.811,( 28d),MPO 215168,5/27/2009,568,
,2009 KN30,30.442,109,7.9,20160113,8.3,306.1,284.7,4.6,0.565,69.911,3,MPO 201130,5/25/2009,568,M. Yagi
,2009 KK30,37.692,83.122,7.1,20160113,49.3,263.6,259.8,14.3,0.376,60.407,3,MPO 201130,5/25/2009,568,M. Yagi
,2009 JC19,34.524,67.012,7.5,20090509,72.7,39.1,33.3,30.8,0.32,50.768,( 11d),MPO 215168,5/15/2009,568,
,2009 JZ18,23.658,74.444,7.8,20090509,22.5,71.9,38.4,23.2,0.518,49.051,( 10d),MPO 215168,5/14/2009,568,
,2009 JY18,30.113,78.551,8.6,20090509,323.2,227.3,35.4,22.4,0.446,54.332,( 11d),MPO 215168,5/14/2009,568,
,2009 JX18,20.171,54.993,9.8,20090509,319.1,231.1,40.7,20.2,0.463,37.582,( 11d),MPO 215167,5/14/2009,568,
,2009 JU18,38.313,74.531,8.5,20090509,25.4,99.9,27.7,27.2,0.321,56.422,( 11d),MPO 215167,5/14/2009,568,
,2009 DM143,35.881,72.817,9.4,20090310,8.4,19.9,146.1,16.3,0.34,54.349,( 72d),MPO 215164,2/18/2009,568,
,2009 DJ143,37.461,95.927,6.8,20160113,349.7,83.7,141.9,17.6,0.438,66.694,3,MPO 340183,2/18/2009,568,
,2008 UZ331,17.712,19.014,9.4,20081021,359.9,284.8,74.6,32.6,0.035,18.363,( 1d),MPO 149145,10/26/2008,807,L. H. Wasserman
,2008 ST291,42.346,155,4.2,20160113,22.7,324.3,331.2,20.8,0.571,98.757,3,MPO 322196,9/24/2008,675,"M. E. Schwamb, M. E. Brown, D. L. Rabinowitz"
,2008 OG19,38.574,93.974,5,20160113,1.6,140.6,164,13.2,0.418,66.274,5,MPO 349250,7/30/2008,675,
,2008 LP17,29.845,151,6.4,20160113,1,164.4,72.5,14.1,0.67,90.422,5,MPO 339416,6/6/2008,675,
,2008 KV42,21.107,61.587,8.8,20160113,333.1,133.3,261,103.5,0.49,41.347,4,MPO 339416,5/31/2008,568,
,2008 JO41,39.946,135,8.4,20160113,351.5,146.3,152.9,48.8,0.544,87.661,4,MPO 336490,5/11/2008,568,
,2008 HY21,5.379,16.458,12.2,20160113,81,164.1,53.2,12,0.507,10.918,4,MPO 339416,4/26/2008,G96,Mt. Lemmon Survey
,2008 CT190,34.696,71.88,5.5,20160113,3.7,47.9,103.6,38.8,0.349,53.288,8,MPO 339413,2/9/2008,675,
,2008 AU138,20.45,44.534,6.7,20160113,197.9,252.8,50.7,42.8,0.371,32.492,4,MPO 336480,1/8/2008,568,
,2007 VK305,36.407,77.557,5.8,20160113,60.9,143.5,172.5,20.3,0.361,56.982,10,MPO 339411,11/2/2007,705,"A. C. Becker, A. W. Puckett, J. Kubica"
,2007 VJ305,35.187,341,6.6,20160113,1.4,338.4,24.4,12,0.813,188,3,MPO 152504,11/4/2007,705,"A. C. Becker, A. W. Puckett, J. Kubica"
,2007 VH305,8.21,40.496,11.6,20160113,16.7,249,165.9,6.2,0.663,24.353,4,MPO 339411,11/4/2007,705,"A. C. Becker, A. W. Puckett, J. Kubica"
,2007 UM126,8.511,17.218,10.1,20160113,106.3,103.9,185,41.8,0.338,12.865,6,MPO 339410,10/30/2007,705,Sloan Digital Sky Survey Linked Object Catalog team
,2007 TR436,25.497,100,9.5,20071027,0,179.6,195.7,31.7,0.595,62.994,( 31d),MPO 147443,10/14/2007,568,"S. S. Sheppard, C. A. Trujillo"
,2007 TB434,8.477,8.931,14.7,20071007,359.7,1.4,12.7,9.8,0.026,8.704,( 1d),MPO 141890,10/14/2007,568,
,2007 TU431,21.427,232,10.4,20071027,357.4,223,195.7,6.7,0.831,127,( 54d),MPO 141889,10/14/2007,568,
,2007 TK422,16.994,25.135,8.9,20160113,109.6,199.5,65.3,3.1,0.193,21.064,6,MPO 361135,10/6/2007,705,"A. C. Becker, A. W. Puckett, J. Kubica"
,2007 TJ422,9.228,29.697,11.3,20160113,61.9,316.4,318.8,2.9,0.526,19.462,4,MPO 361135,10/6/2007,705,"A. C. Becker, A. W. Puckett, J. Kubica"
,2007 TG422,35.579,949,6.2,20160113,0.3,285.8,113,18.6,0.928,492,4,MPO 252047,10/3/2007,705,"A. C. Becker, A. W. Puckett, J. Kubica"
,2007 TB418,33.97,76.619,5.8,20071027,278.7,46.8,93.6,6.6,0.386,55.295,( 58d),MPO 131985,10/4/2007,807,
,2007 TA418,35.967,108,7.2,20160113,356.9,297.9,121.8,22,0.502,72.218,4,MPO 315224,10/4/2007,807,
,2007 RZ326,34.395,70.409,8.2,20160113,341.7,104,296.5,37.3,0.344,52.402,4,MPO 336470,9/6/2007,568,
,2007 RM314,36.416,104,6.5,20160113,24.9,75.5,209.4,20.9,0.482,70.365,5,MPO 336469,9/14/2007,568,"P. A. Wiegert, A. Papadimos"
,2007 RH283,10.49,21.315,8.5,20160113,135.8,329.1,286.5,21.3,0.34,15.902,9,MPO 339407,9/15/2007,675,
,2007 NC7,16.861,51.203,8,20160113,35.1,286.6,324.2,6.3,0.505,34.032,5,MPO 237361,7/11/2007,675,
,2007 LJ38,38.374,107,7.3,20160113,0,117.8,137.7,31.6,0.473,72.818,3,MPO 336467,6/12/2007,568,
,2007 LH38,36.799,235,7.9,20160113,0.3,130,122.9,34.2,0.729,136,6,MPO 336467,6/12/2007,568,
,2007 LG38,31.367,80.25,7.9,20160113,16,75.9,139.5,32.6,0.438,55.809,4,MPO 336467,6/12/2007,568,
,2007 LF38,38.936,138,5.8,20160113,20.9,13,169.1,35.8,0.559,88.344,6,MPO 336466,6/12/2007,568,
,2007 LE38,41.78,66.564,7,20160113,9.2,53.6,193.4,35.9,0.229,54.172,3,MPO 336466,6/12/2007,568,
,2007 JK43,23.552,69.184,7.3,20160113,4.7,10.2,233.6,44.9,0.492,46.368,5,MPO 335194,5/10/2007,675,
,2007 FO51,35.911,65.899,6.8,20160113,349.2,149.9,43.3,27.9,0.295,50.905,4,MPO 336465,3/21/2007,568,
,2007 FN51,33.451,145,7.5,20160113,14.1,10.5,102.2,23.2,0.624,89.036,6,MPO 336465,3/21/2007,568,
,2007 BP102,17.73,30.271,10.6,20160113,18.6,125.3,45.3,64.7,0.261,24,4,MPO 339403,1/24/2007,568,
,2006 WG206,35.905,65.607,6.9,20160113,36.2,123.9,317.2,14.3,0.293,50.756,6,MPO 339403,11/23/2006,568,Canada-France Ecliptic Plane Survey
,2006 UL321,23.494,498,7.6,20061012,0.1,353.8,342.9,37.4,0.91,261,( 1d),MPO 121361,10/19/2006,695,
,2006 UX184,20.419,55.327,8.5,20160113,358.9,21,39.5,37.4,0.461,37.873,6,MPO 339400,10/22/2006,950,
,2006 SF369,39.096,85.881,6.7,20160113,17.8,289.9,95.3,27.6,0.374,62.489,5,MPO 339397,9/30/2006,705,"A. C. Becker, A. W. Puckett, J. Kubica"
,2006 QS181,32.168,83.534,8,20061012,20.6,83.9,230.7,14.8,0.444,57.851,(121d),MPO 114780,8/22/2006,807,
,2006 QJ181,31.593,94.179,6.4,20160113,351.6,219.1,249.8,20.1,0.498,62.886,4,MPO 196663,8/21/2006,807,
,2006 QH181,37.936,95.674,4.3,20160113,104.7,210,73.8,19.1,0.432,66.805,3,MPO 285680,8/21/2006,807,
,2006 QG181,20.393,94.223,9,20160113,17.4,313.5,38.9,7.2,0.644,57.308,2,MPO 340129,8/21/2006,807,
,2006 QP180,13.143,62.64,9.8,20160113,24.8,52.6,237.6,5,0.653,37.891,5,MPO 339395,8/28/2006,705,"A. C. Becker, A. W. Puckett, J. Kubica"
,2006 HX122,36.304,103,5.9,20160113,39.9,258.4,250.5,12.9,0.481,69.889,2,MPO 139795,4/27/2006,807,M. W. Buie
,2006 HV122,37.636,126,6.5,20160113,348.3,236.9,40.7,16,0.54,81.737,4,MPO 342224,4/27/2006,807,M. W. Buie
,2006 HR122,38.906,86.245,7.6,20160113,15.7,145.5,50.3,3.5,0.378,62.575,2,MPO 137499,4/26/2006,807,M. W. Buie
,2006 HQ122,37.683,147,6.3,20160113,5.9,345.8,217.1,21.6,0.592,92.349,5,MPO 297850,4/26/2006,807,M. W. Buie
,2006 HO122,36.888,85.229,8.1,20060525,0.1,10.8,199.2,17.5,0.396,61.059,( 57d),MPO 104375,4/26/2006,807,M. W. Buie
,2006 BS284,33.51,86.942,6.9,20160113,329.4,247.9,328,4.6,0.444,60.226,5,MPO 273901,1/31/2006,568,Canada-France Ecliptic Plane Survey
,2006 AO101,41.918,63.928,7.1,20060125,180.1,205.7,102.1,1.1,0.208,52.923,( 51d),MPO 118173,1/5/2006,568,
,2006 AA99,25.639,28.079,11.9,20060105,360,2.3,126.8,33.4,0.045,26.859,( 1d),MPO 102271,1/5/2006,568,
,2005 VB123,17.592,17.896,10.2,20051106,0,2.8,39.5,38.9,0.009,17.744,( 29d),MPO 97975,11/3/2005,695,
,2005 UN524,18.729,24.416,9.3,20160113,358.2,52.2,39.3,17.8,0.132,21.572,6,MPO 361116,10/25/2005,568,P. A. Wiegert
,2005 TH173,15.5,15.948,11,20051017,0.1,182.3,193.7,15.7,0.014,15.724,( 17d),MPO 90332,10/8/2005,304,
,2005 SD278,39.905,70.819,6.5,20160113,26.4,218.4,152.7,17.9,0.279,55.362,4,MPO 230208,9/25/2005,705,"A. C. Becker, A. W. Puckett, J. Kubica"
,2005 RH52,38.988,263,7.8,20160113,2.4,32.4,306.2,20.5,0.742,151,5,MPO 201709,9/3/2005,568,Canada-France Ecliptic Plane Survey
,2005 RP43,38.285,148,6.1,20160113,8.6,346.2,344.3,23,0.588,92.928,5,MPO 339386,9/3/2005,705,"A. C. Becker, A. W. Puckett, J. Kubica"
,2005 PU21,29.199,315,6.3,20160113,356.1,228.1,192.5,6.2,0.83,172,6,MPO 339385,8/9/2005,807,
,2005 PT21,35.782,113,7.4,20160113,23,106.8,177.2,7.9,0.519,74.321,4,MPO 230205,8/9/2005,807,
,2005 LC54,36.239,98.718,6.7,20160113,344.7,236.5,65.5,22.4,0.463,67.478,4,MPO 339384,6/10/2005,568,Canada-France Ecliptic Plane Survey
,2005 EF304,38.555,137,7.3,20160113,358.4,198.1,15.5,18.7,0.561,87.799,5,MPO 331243,3/11/2005,695,M. W. Buie
,2005 EB299,25.454,80.197,8.2,20160113,5.1,177.3,351.5,0.7,0.518,52.826,5,MPO 339383,3/11/2005,695,M. W. Buie
,2005 CG81,41.1,67.56,6.1,20160113,336.4,56.2,134.6,26.1,0.244,54.33,4,MPO 326970,2/10/2005,568,Canada-France Ecliptic Plane Survey
,2004 XR190,51.229,63.956,4.3,20160113,277.5,282.7,252.4,46.7,0.11,57.593,7,MPO 339383,12/11/2004,568,
,2004 XQ190,22.824,23.291,12,20041201,359.9,169.5,305.8,6.3,0.01,23.058,( 2d),MPO 90213,12/12/2004,568,
,2004 VM131,20.666,116,8.5,20160113,12.8,137.8,226,14,0.697,68.226,4,MPO 252011,11/9/2004,568,Canada-France Ecliptic Plane Survey
,2004 VH131,22.282,97.365,9.7,20160113,20,308.1,39.7,12,0.628,59.824,3,MPO 201696,11/9/2004,568,Canada-France Ecliptic Plane Survey
,2004 VG131,31.668,96.282,8.5,20160113,11,345.5,42.8,13.7,0.505,63.975,3,MPO 201696,11/9/2004,568,Canada-France Ecliptic Plane Survey
,2004 VU130,35.554,88.309,7,20160113,49,271.2,43,8,0.426,61.931,5,MPO 201695,11/9/2004,568,"P. A. Wiegert, A. Papadimos"
,2004 VT130,7.985,10.093,15.5,20041022,359.3,2,38.8,18.3,0.117,9.039,( 1d),MPO 170092,11/9/2004,568,"P. A. Wiegert, A. Papadimos"
,2004 VP112,8.288,9.113,15,20041022,359.3,181,219,6.9,0.047,8.701,( 1d),MPO 138037,11/9/2004,568,P. A. Wiegert
,2004 VN112,47.327,594,6.4,20160113,0.4,327.2,66,25.6,0.852,320,6,MPO 357120,11/6/2004,807,
,2004 TT357,31.497,79.099,7.7,20160113,8.4,174.5,229.9,9,0.43,55.298,5,MPO 235379,10/15/2004,695,M. W. Buie
,2004 TF282,39.417,122,6.3,20160113,6.7,171.4,235,23.2,0.511,80.586,5,MPO 230201,10/15/2004,695,M. W. Buie
,2004 QH29,39.266,61.792,7.3,20160113,357,18.7,326.7,12,0.223,50.529,3,MPO 331241,8/19/2004,568,Canada-France Ecliptic Plane Survey
,2004 QQ26,19.515,26.454,9.6,20160113,50.1,355.4,197.5,21.4,0.151,22.985,7,MPO 306946,8/17/2004,568,D. J. Tholen
,2004 PD112,43.577,85.013,6.1,20040912,317.7,44.7,17,6.7,0.322,64.295,( 60d),MPO 74321,8/13/2004,807,M. W. Buie
,2004 PA108,29.199,78.526,6.3,20160113,331.9,294.7,136.3,1.1,0.458,53.862,2,MPO 109052,8/14/2004,807,M. W. Buie
,2004 OS15,38.109,72.976,7.2,20160113,354.1,202.6,123.6,4.3,0.314,55.543,5,MPO 201685,7/22/2004,568,Canada-France Ecliptic Plane Survey
,2004 OJ14,39.102,71.313,6.4,20160113,44.7,130.4,104.2,22.5,0.292,55.207,3,MPO 121813,7/17/2004,807,M. W. Buie
,2004 MW8,22.328,44.4,8.5,20160113,320.8,94.6,289.6,8.2,0.331,33.364,4,MPO 201685,6/24/2004,568,Canada-France Ecliptic Plane Survey
,2004 LR31,12.594,43.786,9.3,20160113,14.6,133.8,163.5,16.7,0.553,28.19,( 16d),MPO 124443,6/6/2004,644,
,2004 KZ18,34.244,77.105,8.5,20160113,5.5,10.9,232.1,22.6,0.385,55.674,3,MPO 201684,5/24/2004,568,"P. A. Wiegert, A. Papadimos"
,2004 HQ79,36.535,91.268,7.8,20160113,7.7,173.4,37.2,6.5,0.428,63.901,4,MPO 342212,4/26/2004,568,Canada-France Ecliptic Plane Survey
,2004 HO79,32.478,78.702,7.3,20160113,33.1,120.2,53.6,5.6,0.416,55.59,4,MPO 201683,4/22/2004,568,Canada-France Ecliptic Plane Survey
,2004 EG96,32.057,80.022,7.9,20160113,6.3,16.3,196.4,16.2,0.428,56.039,4,MPO 202404,3/14/2004,695,M. W. Buie
,2004 CJ39,6.715,19.204,14,20040205,7.3,127.7,334.8,3.6,0.482,12.959,( 52d),MPO 62494,2/14/2004,691,Spacewatch
,2003 YQ179,37.245,143,6.7,20160113,358.3,30.7,109.8,20.9,0.586,89.978,7,MPO 230197,12/24/2003,568,
,2003 UC414,16.327,73.545,8.3,20031117,335.8,285.8,160.8,25.9,0.637,44.936,( 58d),MPO 124423,10/30/2003,807,
,2003 UY292,15.913,27.816,10.2,20031028,0,23.9,28.3,8.6,0.272,21.864,( 29d),MPO 58041,10/23/2003,695,M. W. Buie
,2003 SS422,39.369,354,7.1,20031028,359.2,210.8,151.1,16.8,0.8,196,( 76d),MPO 124411,9/28/2003,807,
,2003 QW113,26.266,75.161,7.7,20160113,337.1,254.4,160.3,6.9,0.482,50.714,5,MPO 157385,8/31/2003,568,
,2003 QP112,14.184,28.074,12.7,20030918,290.5,106.8,332.1,31.2,0.329,21.129,( 54d),MPO 53763,8/29/2003,568,"S. S. Sheppard, D. C. Jewitt, J. Kleyna"
,2003 QO112,16.545,50.118,11.9,20030918,29.1,276.6,334.3,7,0.504,33.331,( 54d),MPO 53763,8/29/2003,568,"S. S. Sheppard, D. C. Jewitt, J. Kleyna"
,2003 QN112,16.743,33.488,12.9,20030918,341.9,220.1,148.5,7.9,0.333,25.115,( 54d),MPO 53763,8/29/2003,568,"S. S. Sheppard, D. C. Jewitt, J. Kleyna"
,2003 QM112,13.17,154,14.1,20030918,0.2,179,148.3,16.4,0.842,83.398,( 54d),MPO 53763,8/29/2003,568,"S. S. Sheppard, D. C. Jewitt, J. Kleyna"
,2003 QD112,7.939,30.027,11,20160113,76.8,273.8,0.7,14.5,0.582,18.983,4,MPO 252002,8/26/2003,807,M. W. Buie
,2003 QC112,17.369,26.736,8.7,20160113,276.9,329.2,158.2,16.7,0.212,22.052,( 60d),MPO 57933,8/24/2003,807,M. W. Buie
,2003 QY91,31.955,133,7.7,20030809,360,189.9,169,26.2,0.613,82.498,( 1d),MPO 50805,8/23/2003,807,M. W. Buie
,2003 QK91,38.468,95.959,6.8,20160113,355.6,69.2,276,4,0.428,67.213,6,MPO 339378,8/25/2003,807,M. W. Buie
,2003 OS33,32.96,106,7.8,20030630,9.6,163.1,131.5,20.7,0.526,69.52,( 57d),MPO 110979,7/31/2003,568,
,2003 LH7,12.002,21.925,12.5,20030521,359.8,4.4,244.8,21.2,0.292,16.964,( 1d),MPO 50768,6/1/2003,807,M. W. Buie
,2003 LA7,35.991,117,6.5,20160113,346.1,271.5,34.1,5.6,0.528,76.296,5,MPO 157383,6/1/2003,807,M. W. Buie
,2003 KQ20,8.515,12.61,13.1,20030521,359.7,357.7,252.1,5.7,0.194,10.563,( 1d),MPO 50767,5/30/2003,807,M. W. Buie
,2003 HB57,38.093,291,7.4,20160113,1.2,10.8,197.8,15.5,0.768,165,4,MPO 140115,4/26/2003,568,
,2003 FZ129,38.011,86.92,7.3,20160113,9.7,161.4,28,5.8,0.391,62.465,5,MPO 339377,3/24/2003,568,
,2003 FH129,27.745,116,8.3,20160113,20.4,297.3,171.5,18.7,0.613,71.74,5,MPO 335165,3/30/2003,695,M. W. Buie
,2002 VG131,12.55,25.66,11.3,20021122,33.6,99.8,213.4,21.2,0.343,19.105,( 26d),MPO 158444,11/9/2002,695,M. W. Buie
,2002 TK301,13.969,18.23,13.4,20020923,359.8,183,206.8,24.4,0.132,16.1,( 1d),MPO 38499,10/6/2002,568,"D. Kinoshita, K. Muroi"
,2002 QX47,15.9,34.77,8.7,20160113,57.5,3.3,276.1,7.3,0.372,25.335,6,MPO 273870,8/26/2002,644,"C. A. Trujillo, M. E. Brown"
,2002 PQ152,20.899,30.459,8.6,20160113,49.4,354.9,324.9,9.3,0.186,25.679,6,MPO 361097,8/12/2002,807,M. W. Buie
,2002 GG166,14.175,55.011,8,20160113,336.7,274.8,33,7.7,0.59,34.593,3,MPO 347157,4/9/2002,807,M. W. Buie
,2002 GP32,32.001,79.394,6.9,20160113,8.3,110.4,124,1.6,0.425,55.698,6,MPO 202389,4/6/2002,807,M. W. Buie
,2002 GB32,35.344,397,7.8,20160113,0.2,37,177,14.2,0.837,216,5,MPO 339371,4/7/2002,807,M. W. Buie
,2002 GA32,35.051,69.151,7.7,20160113,336.3,67.2,244.7,15.1,0.327,52.101,4,MPO 157365,4/6/2002,807,M. W. Buie
,2002 FY36,25.654,32.284,8.4,20020327,0.1,194.1,332.8,5.4,0.114,28.969,( 51d),MPO 31990,3/18/2002,695,M. W. Buie
,2002 CB249,13.899,42.943,9.8,20020215,0,168.2,353.5,14,0.511,28.421,( 35d),MPO 27862,2/7/2002,695,M. W. Buie
,2002 CA249,12.744,28.681,12,20020215,0.1,182.4,313.6,6.4,0.385,20.713,( 37d),MPO 27862,2/6/2002,695,M. W. Buie
,2002 CZ248,32.525,74.472,8,20160113,31.7,311.9,135.2,5.5,0.392,53.498,5,MPO 273868,2/6/2002,695,M. W. Buie
,2002 CP154,42.088,63.155,6.5,20160113,28.1,46.2,66.7,1.5,0.2,52.621,2,MPO 277884,2/6/2002,695,M. W. Buie
,2001 XZ255,15.538,16.492,11.1,20160113,175.6,285.2,77.8,2.6,0.03,16.015,2,MPO 48174,12/11/2001,568,"J. Kleyna, S. S. Sheppard, D. C. Jewitt"
,2001 XQ254,31.08,80.824,7.5,20160113,5.8,10.8,107.2,7.1,0.445,55.952,4,MPO 150915,12/10/2001,568,"D. C. Jewitt, S. S. Sheppard, J. Kleyna"
,2001 QX322,35.549,80.054,6.1,20160113,31.6,65,254.9,28.5,0.385,57.801,7,MPO 339368,8/19/2001,950,"P. Groot, G. A. Esquerdo, D. A. Schuster"
,2001 OM109,34.527,102,7.9,20160113,34.7,291.2,306.9,3.6,0.495,68.304,4,MPO 157350,7/26/2001,568,"J.-M. Petit, J. J. Kavelaars, M. J. Holman, B. Gladman"
,2001 OT108,32.428,101,9.2,20010710,360,177.3,129.3,1.4,0.516,66.951,( 1d),MPO 16127,7/25/2001,568,B. Gladman
,2001 KG77,33.946,89.685,8.1,20160113,2.5,15.2,250.5,15.5,0.451,61.815,3,MPO 48035,5/23/2001,807,M. W. Buie
,2001 KZ76,38.22,120,7.8,20010531,10.3,137.1,41.9,25.7,0.516,78.997,( 17d),MPO 14451,5/24/2001,807,M. W. Buie
,2001 KG76,33.981,69.547,6.2,20160113,60.1,64.3,96,1.6,0.344,51.764,4,MPO 157350,5/22/2001,807,M. W. Buie
,2001 FN194,34.989,98.918,8.3,20010312,360,181.9,0.1,7.4,0.477,66.954,( 9d),MPO 30455,3/22/2001,695,
,2001 FM194,34.321,74.742,7.6,20160113,353.6,43.9,181.7,28.6,0.371,54.531,6,MPO 339367,3/22/2001,695,
,2001 FK194,28.01,125,8.9,20010312,360,358.5,182.6,8.8,0.633,76.325,( 8d),MPO 41681,3/22/2001,695,
,2001 FJ194,36.993,95.012,7.6,20010312,360,175.1,5.7,10.4,0.44,66.002,( 9d),MPO 30455,3/22/2001,695,
,2001 FL193,40.243,60.218,8.7,20160113,15.7,107.7,74.7,1,0.199,50.23,2,MPO 340102,3/27/2001,695,"R. L. Allen, G. Bernstein, R. Malhotra"
,2000 YY1,29.78,97.717,7.1,20160113,340.9,292.7,209.8,7.9,0.533,63.748,2,MPO 22759,12/17/2000,695,"M. J. Holman, B. Gladman, T. Grav"
,2000 WW12,30.828,75.637,7.6,20160113,341.2,328.9,161.8,2.5,0.421,53.233,2,MPO 249860,11/24/2000,809,"B. Gladman, J.-M. Petit"
,2000 SU331,31.515,88.205,9.5,20000913,360,319.6,98.2,3.5,0.474,59.86,( 1d),MPO 6409,9/23/2000,568,B. Gladman
,2000 SS331,30.481,96.885,9.5,20000913,360,272.8,146.7,3,0.521,63.683,( 1d),MPO 6409,9/23/2000,568,B. Gladman
,2000 SR331,31.166,80.081,8.9,20160113,8.1,239.5,194.7,4.3,0.44,55.623,4,MPO 331226,9/23/2000,568,B. Gladman
,2000 SQ331,20.473,119,10.7,20000913,360,332.5,86,5.4,0.707,69.807,( 1d),MPO 6409,9/23/2000,568,B. Gladman
,2000 SM331,32.3,82.417,9,20000913,360,346.3,72.3,12,0.437,57.358,( 1d),MPO 6409,9/23/2000,568,B. Gladman
,2000 QK226,37.233,96.756,8.9,20000824,360,180.5,158.2,24.9,0.444,66.994,( 5d),MPO 41668,8/29/2000,809,"O. R. Hainaut, C. E. Delahodde"
,2000 PS30,34.981,93.94,8.8,20000804,0,243.5,72.9,2.8,0.457,64.46,( 1d),MPO 4979,8/7/2000,809,"B. Gladman, J.-M. Petit"
,2000 PH30,38.303,114,7.8,20160113,346.6,241.7,127.2,8.1,0.497,76.209,4,MPO 137919,8/5/2000,568,M. J. Holman
,2000 PF30,37.839,114,7.9,20160113,18.4,336.9,293.7,6.3,0.503,76.099,4,MPO 157344,8/5/2000,568,M. J. Holman
,2000 PE30,35.668,72.575,6.1,20160113,27.9,146.9,127.4,18.4,0.341,54.122,7,MPO 224582,8/5/2000,568,M. J. Holman
,2000 GQ148,5.085,7.313,13.2,20160113,20,145.7,354.3,17.1,0.18,6.199,6,MPO 339367,4/5/2000,704,LINEAR
,2000 GK147,30.963,83.714,9.2,20000406,13.4,141.9,1.6,6.1,0.46,57.338,( 35d),MPO 104136,4/2/2000,568,"C. A. Trujillo, S. S. Sheppard, D. C. Jewitt"
,2000 GM137,6.933,8.836,14.4,20160113,228.1,122.7,89.7,15.8,0.121,7.885,4,MPO 315178,4/2/2000,568,"S. S. Sheppard, D. C. Jewitt, C. A. Trujillo"
,2000 FZ53,12.384,35.22,11.4,20160113,76,291.6,202.3,34.8,0.48,23.802,3,MPO 41625,3/31/2000,568,"S. S. Sheppard, D. C. Jewitt, C. A. Trujillo"
,2000 CQ105,34.723,80.355,6.1,20160113,321.6,102.5,130.6,19.6,0.397,57.539,5,MPO 339366,2/5/2000,695,M. W. Buie
,2000 CP105,34.478,132,7.7,20000206,359.7,1.9,133.1,19.4,0.585,83.164,( 21d),MPC 39601,2/5/2000,695,M. W. Buie
,2000 CO104,20.633,27.839,10,20160113,58.1,139.4,353.2,3.1,0.149,24.236,4,MPO 339366,2/6/2000,695,M. W. Buie
,1999 RJ215,34.665,83.122,7.4,20160113,7.2,43.6,315,19.7,0.411,58.893,5,MPO 230178,9/7/1999,568,"C. A. Trujillo, D. C. Jewitt, J. X. Luu"
,1999 RZ214,36.658,132,7.8,20160113,17.3,114.1,214.5,20.5,0.564,84.124,4,MPO 357106,9/6/1999,568,"C. A. Trujillo, J. X. Luu, D. C. Jewitt"
,1999 RU214,36.535,74.425,7.3,20160113,54.9,107,137.9,4.3,0.341,55.48,4,MPO 230178,9/6/1999,568,"C. A. Trujillo, D. C. Jewitt, J. X. Luu"
,1999 JV127,10.719,22.729,10.4,19990502,179.4,0.1,3.1,25.5,0.359,16.724,( 8d),MPC 35120,5/10/1999,807,"R. L. Allen, G. Bernstein"
,1999 HD12,8.939,34.15,12.8,20160113,83.4,289.5,177.5,10.1,0.585,21.544,( 50d),MPO 261750,4/17/1999,695,"M. W. Buie, R. L. Millis"
,1999 DP8,34.741,197,8.9,19990211,13.9,283.5,136.9,38.4,0.7,116,( 1d),MPC 38800,2/16/1999,568,"B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DG8,33.012,131,8.1,19990211,33.6,72.7,323,40,0.598,82.215,( 1d),MPC 35444,2/16/1999,568,"B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 CF119,38.717,142,7.2,20160113,2.2,200.2,303.4,19.7,0.572,90.372,7,MPO 357106,2/11/1999,568,"J. X. Luu, C. A. Trujillo, D. C. Jewitt"
